"issue_key","created","resolutiondate","days_to_solve"
"LUCENE-6444","2015-04-20","2015-04-20","0"
"LUCENE-587","2006-06-02","2006-06-04","2"
"LUCENE-6368","2015-03-22","2015-03-23","1"
"LUCENE-5120","2013-07-18","2013-07-18","0"
"LUCENE-5015","2013-05-23","2013-05-29","6"
"LUCENE-6245","2015-02-14","2015-02-16","2"
"LUCENE-3365","2011-08-08","2011-08-10","2"
"LUCENE-3165","2011-05-31","2011-05-31","0"
"LUCENE-2108","2009-12-03","2009-12-05","2"
"LUCENE-3372","2011-08-10","2011-08-10","0"
"LUCENE-105","2003-04-23","2005-09-03","864"
"LUCENE-5307","2013-10-25","2013-10-26","1"
"LUCENE-5538","2014-03-19","2014-03-19","0"
"LUCENE-2663","2010-09-23","2010-10-03","10"
"LUCENE-5624","2014-04-22","2014-04-22","0"
"LUCENE-6483","2015-05-15","2015-05-18","3"
"LUCENE-1357","2008-08-14","2008-09-09","26"
"LUCENE-5483","2014-03-01","2014-03-02","1"
"LUCENE-2717","2010-10-21","2010-10-21","0"
"LUCENE-2387","2010-04-08","2010-05-04","26"
"LUCENE-5220","2013-09-17","2013-09-18","1"
"LUCENE-1755","2009-07-20","2009-07-20","0"
"LUCENE-4968","2013-04-29","2013-04-30","1"
"LUCENE-380","2005-04-22","2006-05-27","400"
"LUCENE-3347","2011-07-28","2011-07-30","2"
"LUCENE-1894","2009-09-07","2009-09-10","3"
"LUCENE-2013","2009-10-28","2009-11-03","6"
"LUCENE-374","2005-04-16","2006-02-14","304"
"LUCENE-3886","2012-03-19","2012-03-19","0"
"LUCENE-588","2006-06-03","2010-11-05","1616"
"LUCENE-1739","2009-07-10","2009-07-10","0"
"LUCENE-867","2007-04-22","2007-06-19","58"
"LUCENE-6499","2015-05-25","2015-05-26","1"
"LUCENE-2273","2010-02-21","2010-02-21","0"
"LUCENE-6508","2015-05-28","2015-06-04","7"
"LUCENE-393","2005-06-02","2006-05-27","359"
"LUCENE-6242","2015-02-12","2015-02-13","1"
"LUCENE-5550","2014-03-22","2014-03-22","0"
"LUCENE-5400","2013-11-14","2014-09-17","307"
"LUCENE-4711","2013-01-23","2013-01-23","0"
"LUCENE-6124","2014-12-18","2014-12-19","1"
"LUCENE-2411","2010-04-22","2012-09-18","880"
"LUCENE-914","2007-06-06","2011-01-27","1331"
"LUCENE-1096","2007-12-20","2007-12-23","3"
"LUCENE-5468","2011-12-14","2014-02-27","806"
"LUCENE-4993","2013-05-09","2013-05-10","1"
"LUCENE-3555","2011-11-02","2011-11-04","2"
"LUCENE-3487","2011-10-04","2011-10-11","7"
"LUCENE-370","2005-04-12","2005-10-27","198"
"LUCENE-6591","2015-06-19","2015-06-19","0"
"LUCENE-2382","2010-04-07","2011-01-24","292"
"LUCENE-93","2003-04-09","2006-05-27","1144"
"LUCENE-4833","2013-03-14","2013-03-14","0"
"LUCENE-6529","2015-06-06","2015-06-12","6"
"LUCENE-845","2007-03-22","2007-09-18","180"
"LUCENE-5935","2014-09-10","2014-09-10","0"
"LUCENE-3059","2011-05-01","2011-05-02","1"
"LUCENE-1442","2008-11-07","2009-02-19","104"
"LUCENE-5573","2014-04-04","2014-04-11","7"
"LUCENE-6518","2015-06-03","2015-06-04","1"
"LUCENE-360","2005-03-12","2006-05-27","441"
"LUCENE-1412","2008-10-06","2008-10-06","0"
"LUCENE-2783","2010-11-29","2010-11-29","0"
"LUCENE-5691","2014-05-20","2014-05-20","0"
"LUCENE-2744","2010-11-05","2010-11-05","0"
"LUCENE-6406","2015-04-07","2015-04-08","1"
"LUCENE-1900","2009-09-08","2009-09-09","1"
"LUCENE-5950","2014-09-15","2014-11-21","67"
"LUCENE-3879","2012-03-16","2012-03-16","0"
"LUCENE-825","2007-03-07","2007-03-08","1"
"LUCENE-4292","2012-08-06","2012-08-06","0"
"LUCENE-4513","2012-10-29","2012-10-31","2"
"LUCENE-4027","2012-05-02","2012-05-04","2"
"LUCENE-1130","2008-01-11","2008-01-14","3"
"LUCENE-1072","2007-11-29","2007-12-04","5"
"LUCENE-6614","2015-06-26","2015-06-27","1"
"LUCENE-5264","2013-10-08","2013-10-09","1"
"LUCENE-768","2007-01-09","2007-01-09","0"
"LUCENE-940","2007-06-23","2007-06-27","4"
"LUCENE-3561","2011-11-05","2011-11-05","0"
"LUCENE-1358","2008-08-16","2008-11-10","86"
"LUCENE-471","2005-11-26","2010-09-24","1763"
"LUCENE-193","2004-03-11","2006-05-27","807"
"LUCENE-5974","2014-09-23","2014-09-23","0"
"LUCENE-4908","2013-04-04","2013-04-04","0"
"LUCENE-3439","2011-09-15","2011-09-21","6"
"LUCENE-4177","2012-06-28","2012-08-18","51"
"LUCENE-3345","2011-07-27","2011-08-28","32"
"LUCENE-1702","2009-06-19","2010-09-29","467"
"LUCENE-2225","2010-01-18","2012-08-01","926"
"LUCENE-611","2006-06-22","2006-06-23","1"
"LUCENE-1795","2009-08-10","2009-08-10","0"
"LUCENE-5638","2014-05-02","2014-05-04","2"
"LUCENE-2591","2010-08-09","2010-08-09","0"
"LUCENE-5517","2014-03-10","2014-03-11","1"
"LUCENE-4534","2012-11-04","2012-11-05","1"
"LUCENE-3123","2011-05-19","2011-05-19","0"
"LUCENE-556","2006-04-26","2006-05-20","24"
"LUCENE-6320","2015-03-02","2015-03-03","1"
"LUCENE-5544","2014-03-21","2014-03-21","0"
"LUCENE-4246","2012-07-23","2014-04-08","624"
"LUCENE-541","2006-04-06","2006-04-06","0"
"LUCENE-6105","2014-12-10","2015-02-25","77"
"LUCENE-3522","2011-10-17","2011-10-17","0"
"LUCENE-5465","2014-02-21","2014-02-21","0"
"LUCENE-1756","2009-07-23","2010-11-28","493"
"LUCENE-4278","2012-07-31","2012-08-01","1"
"LUCENE-2417","2010-04-28","2010-06-01","34"
"LUCENE-37","2002-05-28","2006-05-27","1460"
"LUCENE-5201","2013-09-04","2013-09-05","1"
"LUCENE-4639","2012-12-20","2012-12-23","3"
"LUCENE-5367","2013-12-12","2014-01-29","48"
"LUCENE-6002","2014-10-09","2014-10-13","4"
"LUCENE-1087","2007-12-10","2009-08-25","624"
"LUCENE-2569","2010-07-26","2010-07-27","1"
"LUCENE-2165","2009-12-15","2009-12-16","1"
"LUCENE-6205","2015-01-28","2015-02-25","28"
"LUCENE-4053","2012-05-13","2012-08-12","91"
"LUCENE-3337","2011-07-24","2011-07-30","6"
"LUCENE-2860","2011-01-12","2011-01-12","0"
"LUCENE-5618","2014-04-18","2014-05-21","33"
"LUCENE-2513","2010-06-24","2010-10-29","127"
"LUCENE-4456","2012-10-02","2012-10-04","2"
"LUCENE-1645","2009-05-19","2009-05-20","1"
"LUCENE-5830","2014-07-17","2014-07-17","0"
"LUCENE-240","2004-07-11","2006-05-27","685"
"LUCENE-1986","2009-10-16","2009-10-18","2"
"LUCENE-4391","2012-09-15","2012-09-18","3"
"LUCENE-1811","2009-08-15","2009-08-15","0"
"LUCENE-4890","2013-03-27","2013-06-22","87"
"LUCENE-6062","2014-11-14","2014-11-19","5"
"LUCENE-3575","2011-11-15","2011-11-16","1"
"LUCENE-381","2005-04-23","2005-10-28","188"
"LUCENE-2625","2010-08-26","2010-10-19","54"
"LUCENE-1270","2008-04-23","2008-04-23","0"
"LUCENE-2476","2010-05-25","2010-05-25","0"
"LUCENE-5152","2013-07-30","2013-09-12","44"
"LUCENE-1995","2009-10-19","2009-10-20","1"
"LUCENE-4444","2012-09-28","2012-09-28","0"
"LUCENE-6546","2015-06-10","2015-06-11","1"
"LUCENE-621","2006-06-30","2006-07-01","1"
"LUCENE-2681","2010-10-02","2010-10-03","1"
"LUCENE-437","2005-09-22","2005-09-22","0"
"LUCENE-1792","2009-08-08","2009-08-19","11"
"LUCENE-970","2007-07-30","2007-07-30","0"
"LUCENE-1226","2008-03-12","2008-03-13","1"
"LUCENE-361","2005-03-16","2006-05-27","437"
"LUCENE-3142","2011-05-25","2011-06-30","36"
"LUCENE-5044","2013-06-06","2013-06-09","3"
"LUCENE-3601","2011-11-27","2011-11-29","2"
"LUCENE-4206","2012-07-10","2012-07-10","0"
"LUCENE-4102","2012-06-03","2012-06-09","6"
"LUCENE-5619","2014-04-18","2014-05-14","26"
"LUCENE-2158","2009-12-15","2009-12-16","1"
"LUCENE-5032","2013-06-03","2013-06-03","0"
"LUCENE-5040","2013-06-06","2013-06-06","0"
"LUCENE-350","2005-02-20","2005-11-03","256"
"LUCENE-3276","2011-07-05","2011-07-05","0"
"LUCENE-1200","2008-03-04","2008-03-06","2"
"LUCENE-6400","2015-04-06","2015-04-16","10"
"LUCENE-2524","2010-07-04","2010-10-29","117"
"LUCENE-4828","2013-03-12","2013-03-13","1"
"LUCENE-14","2002-02-08","2005-09-03","1303"
"LUCENE-1911","2009-09-16","2009-09-17","1"
"LUCENE-2740","2010-11-04","2010-11-10","6"
"LUCENE-198","2004-03-19","2005-09-03","533"
"LUCENE-3258","2011-06-29","2011-06-30","1"
"LUCENE-4222","2012-07-16","2012-07-16","0"
"LUCENE-5948","2014-09-15","2014-12-01","77"
"LUCENE-5801","2014-07-01","2014-07-03","2"
"LUCENE-4356","2012-09-04","2012-09-04","0"
"LUCENE-4532","2012-11-04","2012-11-07","3"
"LUCENE-820","2007-03-03","2007-03-04","1"
"LUCENE-1266","2008-04-18","2008-04-18","0"
"LUCENE-757","2006-12-21","2006-12-21","0"
"LUCENE-159","2003-11-01","2006-05-27","938"
"LUCENE-2260","2010-02-11","2010-02-12","1"
"LUCENE-4059","2012-05-16","2012-05-16","0"
"LUCENE-4718","2013-01-25","2013-02-05","11"
"LUCENE-2966","2011-03-12","2011-05-05","54"
"LUCENE-6064","2014-11-18","2014-11-19","1"
"LUCENE-5922","2014-09-04","2014-09-19","15"
"LUCENE-4295","2012-08-07","2012-08-07","0"
"LUCENE-5978","2014-09-29","2014-09-30","1"
"LUCENE-955","2007-07-10","2007-07-12","2"
"LUCENE-252","2004-07-29","2009-12-08","1958"
"LUCENE-6491","2015-05-20","2015-05-21","1"
"LUCENE-811","2007-02-22","2007-02-27","5"
"LUCENE-800","2007-02-13","2007-03-08","23"
"LUCENE-1262","2008-04-09","2008-04-13","4"
"LUCENE-2211","2010-01-14","2010-01-15","1"
"LUCENE-3897","2012-03-21","2012-03-22","1"
"LUCENE-3176","2011-06-06","2011-11-14","161"
"LUCENE-3668","2011-12-26","2012-01-07","12"
"LUCENE-455","2005-10-15","2005-10-24","9"
"LUCENE-2512","2010-06-24","2010-06-24","0"
"LUCENE-5636","2014-05-01","2014-05-21","20"
"LUCENE-4804","2013-02-26","2013-02-26","0"
"LUCENE-6131","2014-12-22","2014-12-23","1"
"LUCENE-6049","2014-11-05","2014-11-08","3"
"LUCENE-2537","2010-07-13","2010-07-26","13"
"LUCENE-68","2002-11-13","2006-05-27","1291"
"LUCENE-3604","2011-11-28","2011-11-28","0"
"LUCENE-1459","2008-11-18","2009-02-19","93"
"LUCENE-683","2006-10-15","2006-10-15","0"
"LUCENE-5929","2014-09-09","2014-11-13","65"
"LUCENE-2855","2011-01-08","2011-01-11","3"
"LUCENE-1623","2009-04-28","2009-05-01","3"
"LUCENE-5285","2013-10-15","2013-11-29","45"
"LUCENE-511","2006-03-03","2006-03-03","0"
"LUCENE-564","2006-05-07","2006-05-13","6"
"LUCENE-415","2005-07-27","2006-10-17","447"
"LUCENE-456","2005-10-17","2005-11-11","25"
"LUCENE-5672","2014-05-15","2014-08-22","99"
"LUCENE-1129","2008-01-11","2008-01-24","13"
"LUCENE-1994","2009-10-19","2009-10-29","10"
"LUCENE-795","2007-02-05","2007-02-05","0"
"LUCENE-2953","2011-03-08","2011-03-09","1"
"LUCENE-1814","2009-08-15","2010-03-21","218"
"LUCENE-961","2007-07-16","2010-08-19","1130"
"LUCENE-4486","2012-10-17","2012-10-17","0"
"LUCENE-2901","2011-01-30","2011-01-31","1"
"LUCENE-4566","2012-11-20","2012-12-01","11"
"LUCENE-5156","2013-08-02","2013-08-06","4"
"LUCENE-4173","2012-06-28","2012-09-12","76"
"LUCENE-5194","2013-08-29","2013-08-29","0"
"LUCENE-1871","2009-08-28","2009-08-28","0"
"LUCENE-6431","2015-04-17","2015-04-17","0"
"LUCENE-3815","2012-02-21","2012-02-21","0"
"LUCENE-5601","2014-04-11","2014-04-11","0"
"LUCENE-4106","2012-06-04","2012-06-17","13"
"LUCENE-28","2002-04-06","2006-05-27","1512"
"LUCENE-6386","2015-04-01","2015-04-02","1"
"LUCENE-3144","2011-05-25","2011-05-25","0"
"LUCENE-351","2005-02-22","2006-05-27","459"
"LUCENE-3457","2011-09-25","2011-09-25","0"
"LUCENE-5574","2014-04-04","2014-04-04","0"
"LUCENE-1018","2007-10-04","2007-10-06","2"
"LUCENE-949","2007-07-03","2013-05-06","2134"
"LUCENE-5827","2014-07-16","2014-09-16","62"
"LUCENE-4834","2013-03-15","2013-03-15","0"
"LUCENE-5817","2014-07-11","2014-07-11","0"
"LUCENE-4277","2012-07-31","2012-08-01","1"
"LUCENE-948","2007-07-03","2007-08-03","31"
"LUCENE-5237","2013-09-23","2013-09-24","1"
"LUCENE-1901","2009-09-08","2009-09-08","0"
"LUCENE-837","2007-03-20","2007-05-31","72"
"LUCENE-3895","2012-03-21","2012-03-21","0"
"LUCENE-5444","2014-02-13","2014-02-14","1"
"LUCENE-6446","2015-04-20","2015-04-21","1"
"LUCENE-3777","2012-02-14","2012-05-10","86"
"LUCENE-861","2007-04-12","2009-04-10","729"
"LUCENE-3903","2012-03-22","2012-03-22","0"
"LUCENE-3503","2011-10-10","2011-10-11","1"
"LUCENE-2153","2009-12-11","2009-12-11","0"
"LUCENE-985","2007-08-17","2007-08-18","1"
"LUCENE-6433","2015-04-17","2015-04-17","0"
"LUCENE-698","2006-10-25","2007-05-30","217"
"LUCENE-4437","2012-09-26","2012-09-27","1"
"LUCENE-5750","2014-06-10","2014-06-10","0"
"LUCENE-5222","2013-09-17","2013-09-18","1"
"LUCENE-453","2005-10-13","2005-11-10","28"
"LUCENE-4959","2013-04-25","2013-04-27","2"
"LUCENE-5724","2014-06-01","2014-06-02","1"
"LUCENE-2477","2010-05-25","2010-05-31","6"
"LUCENE-3816","2012-02-21","2012-02-22","1"
"LUCENE-2497","2010-06-12","2010-06-12","0"
"LUCENE-3951","2012-04-04","2012-04-04","0"
"LUCENE-25","2002-03-28","2008-08-21","2338"
"LUCENE-2813","2010-12-13","2010-12-13","0"
"LUCENE-6523","2015-06-04","2015-06-06","2"
"LUCENE-6455","2015-04-28","2015-04-28","0"
"LUCENE-1173","2008-02-11","2008-02-14","3"
"LUCENE-1748","2009-07-16","2009-08-12","27"
"LUCENE-2097","2009-11-29","2011-03-10","466"
"LUCENE-57","2002-09-16","2006-05-27","1349"
"LUCENE-1198","2008-03-01","2008-03-02","1"
"LUCENE-127","2004-05-14","2006-05-27","743"
"LUCENE-1028","2007-10-11","2007-10-22","11"
"LUCENE-5908","2014-08-26","2014-08-27","1"
"LUCENE-1831","2009-08-20","2009-08-20","0"
"LUCENE-4850","2013-03-18","2013-03-18","0"
"LUCENE-5364","2013-12-07","2013-12-09","2"
"LUCENE-4717","2013-01-24","2013-02-08","15"
"LUCENE-4266","2012-07-27","2012-07-27","0"
"LUCENE-5462","2014-02-20","2014-02-27","7"
"LUCENE-3362","2011-08-05","2011-08-08","3"
"LUCENE-4664","2013-01-07","2013-01-08","1"
"LUCENE-4987","2013-05-08","2013-05-08","0"
"LUCENE-5567","2014-04-03","2014-04-04","1"
"LUCENE-3465","2011-09-26","2011-09-26","0"
"LUCENE-4935","2013-04-15","2013-04-17","2"
"LUCENE-2805","2010-12-07","2010-12-08","1"
"LUCENE-5146","2013-07-29","2013-07-30","1"
"LUCENE-4383","2012-09-13","2012-09-13","0"
"LUCENE-2002","2009-10-21","2009-10-29","8"
"LUCENE-1520","2009-01-15","2009-01-16","1"
"LUCENE-5273","2013-10-10","2013-10-13","3"
"LUCENE-3185","2011-06-08","2011-06-08","0"
"LUCENE-3686","2012-01-11","2012-01-12","1"
"LUCENE-6161","2015-01-04","2015-01-22","18"
"LUCENE-5055","2013-06-13","2013-06-15","2"
"LUCENE-610","2006-06-22","2006-06-22","0"
"LUCENE-239","2004-07-11","2006-05-27","685"
"LUCENE-1197","2008-02-29","2008-02-29","0"
"LUCENE-2270","2010-02-18","2010-02-18","0"
"LUCENE-227","2004-05-30","2006-05-27","727"
"LUCENE-132","2004-05-14","2006-05-27","743"
"LUCENE-5018","2013-05-27","2013-05-28","1"
"LUCENE-4657","2013-01-03","2013-01-03","0"
"LUCENE-4075","2012-05-23","2012-05-25","2"
"LUCENE-1113","2007-12-31","2008-01-01","1"
"LUCENE-5656","2014-05-08","2014-05-08","0"
"LUCENE-1832","2009-08-20","2009-08-21","1"
"LUCENE-1479","2008-12-05","2009-01-12","38"
"LUCENE-378","2005-04-21","2006-05-27","401"
"LUCENE-1519","2009-01-14","2009-02-19","36"
"LUCENE-4080","2012-05-28","2012-07-04","37"
"LUCENE-4595","2012-12-06","2012-12-09","3"
"LUCENE-2580","2010-07-30","2010-10-29","91"
"LUCENE-659","2006-08-17","2006-08-18","1"
"LUCENE-1544","2009-02-19","2009-02-22","3"
"LUCENE-4317","2012-08-20","2012-08-22","2"
"LUCENE-6558","2015-06-12","2015-06-12","0"
"LUCENE-2762","2010-11-15","2010-11-20","5"
"LUCENE-6166","2015-01-08","2015-01-09","1"
"LUCENE-638","2006-07-27","2006-07-29","2"
"LUCENE-4880","2013-03-25","2013-04-09","15"
"LUCENE-219","2004-04-28","2006-05-27","759"
"LUCENE-1208","2008-03-07","2008-03-07","0"
"LUCENE-3794","2012-02-16","2012-02-16","0"
"LUCENE-4127","2012-06-10","2012-08-03","54"
"LUCENE-536","2006-03-31","2006-04-15","15"
"LUCENE-3026","2011-04-13","2011-04-14","1"
"LUCENE-1355","2008-08-12","2008-08-19","7"
"LUCENE-3452","2011-09-23","2011-12-02","70"
"LUCENE-4992","2013-05-09","2013-05-22","13"
"LUCENE-3368","2011-08-09","2011-08-10","1"
"LUCENE-1976","2009-10-13","2010-04-06","175"
"LUCENE-5166","2013-08-12","2013-08-15","3"
"LUCENE-2344","2010-03-24","2010-03-24","0"
"LUCENE-295","2004-10-22","2006-05-27","582"
"LUCENE-6042","2014-10-31","2014-12-01","31"
"LUCENE-6085","2014-12-01","2014-12-02","1"
"LUCENE-2904","2011-02-03","2011-05-05","91"
"LUCENE-832","2007-03-14","2007-08-01","140"
"LUCENE-2534","2010-07-13","2010-07-13","0"
"LUCENE-230","2004-06-08","2006-05-27","718"
"LUCENE-4357","2012-09-04","2012-09-05","1"
"LUCENE-5939","2014-09-11","2014-09-12","1"
"LUCENE-5603","2014-04-12","2014-04-14","2"
"LUCENE-1214","2008-03-10","2008-03-12","2"
"LUCENE-3057","2011-04-30","2011-05-01","1"
"LUCENE-4788","2013-02-20","2013-02-21","1"
"LUCENE-4653","2013-01-03","2013-01-03","0"
"LUCENE-3033","2011-04-15","2011-04-28","13"
"LUCENE-290","2004-10-17","2006-05-27","587"
"LUCENE-3024","2011-04-12","2011-06-04","53"
"LUCENE-371","2005-04-12","2006-05-27","410"
"LUCENE-2584","2010-08-03","2011-01-18","168"
"LUCENE-4415","2012-09-22","2012-09-22","0"
"LUCENE-3146","2011-05-26","2011-06-01","6"
"LUCENE-3323","2011-07-16","2011-07-16","0"
"LUCENE-4940","2013-04-18","2013-04-18","0"
"LUCENE-6287","2015-02-24","2015-02-24","0"
"LUCENE-5399","2014-01-14","2014-01-16","2"
"LUCENE-3692","2012-01-12","2012-01-16","4"
"LUCENE-4077","2012-05-25","2012-05-31","6"
"LUCENE-1003","2007-09-19","2008-05-14","238"
"LUCENE-1852","2009-08-24","2009-08-25","1"
"LUCENE-1873","2009-08-29","2009-09-07","9"
"LUCENE-4996","2013-05-10","2013-05-10","0"
"LUCENE-2388","2010-04-09","2010-05-06","27"
"LUCENE-569","2006-05-13","2006-10-27","167"
"LUCENE-6488","2015-05-18","2015-05-18","0"
"LUCENE-3619","2011-12-04","2011-12-05","1"
"LUCENE-6385","2015-04-01","2015-04-03","2"
"LUCENE-212","2004-04-04","2008-01-11","1377"
"LUCENE-232","2004-06-23","2006-05-27","703"
"LUCENE-5486","2014-03-03","2014-03-03","0"
"LUCENE-4928","2013-04-11","2013-04-15","4"
"LUCENE-2874","2011-01-19","2011-01-19","0"
"LUCENE-367","2005-04-06","2006-05-27","416"
"LUCENE-1579","2009-03-28","2009-03-31","3"
"LUCENE-2328","2010-03-17","2010-10-30","227"
"LUCENE-4149","2012-06-16","2012-06-18","2"
"LUCENE-4662","2013-01-04","2013-01-05","1"
"LUCENE-5628","2014-04-23","2014-05-04","11"
"LUCENE-3267","2011-06-30","2011-07-03","3"
"LUCENE-973","2007-08-07","2009-06-16","679"
"LUCENE-4351","2012-09-02","2012-09-08","6"
"LUCENE-3090","2011-05-12","2011-05-17","5"
"LUCENE-3043","2011-04-23","2011-04-23","0"
"LUCENE-309","2004-11-14","2006-05-27","559"
"LUCENE-4798","2013-02-26","2013-02-26","0"
"LUCENE-4949","2013-04-22","2013-04-23","1"
"LUCENE-6599","2015-06-23","2015-06-23","0"
