"sha","file","commit_ownership","line_ownership_added","line_ownership_deleted","total_contributors","line_authorship","total_authors","file_size","comment_to_code_ratio","major_contributors","minor_contributors","lines_added_major_contributors","lines_added_minor_contributors","lines_deleted_major_contributors","lines_deleted_minor_contributors","previous_implications","implicated"
"031d8f816d764a21e6ffda5f0baecca264b1f50c","zookeeper/java/src/com/yahoo/zookeeper/server/ZooKeeperServer.java",0.75,0.854460093896714,0.991573033707865,2,0.853427895981087,2,846,0.123505976095618,1,1,1,1,1,1,0,0
"031d8f816d764a21e6ffda5f0baecca264b1f50c","zookeeper/java/src/com/yahoo/zookeeper/ZooKeeper.java",0.666666666666667,1,0.666666666666667,2,1,1,868,0.604436229205176,1,1,1,1,1,1,0,0
"031d8f816d764a21e6ffda5f0baecca264b1f50c","zookeeper/test/com/yahoo/zookeeper/test/AsyncTest.java",0.666666666666667,0.994897959183674,0.75,2,0.994791666666667,2,192,0.00523560209424084,1,1,1,1,1,1,0,0
"03b424d305d37caffb28dcb35122380c83d953d3","zookeeper/java/src/com/yahoo/zookeeper/server/PurgeTxnLog.java",1,1,0,1,1,1,83,0.406779661016949,1,0,1,0,0,1,0,0
"03b7f5c12b1acb346d760106531f5625ab6692eb","src/java/main/org/apache/zookeeper/server/NettyServerCnxn.java",0.4,0.962441314553991,0.5,4,0.962264150943396,4,848,0.0761421319796954,1,3,1,3,1,3,1,0
"03b7f5c12b1acb346d760106531f5625ab6692eb","src/java/main/org/apache/zookeeper/server/NIOServerCnxn.java",0.589285714285714,0.509366179112138,0.654883381924198,6,0.442324371205551,5,1153,0.207329842931937,1,5,1,5,1,5,29,0
"03b7f5c12b1acb346d760106531f5625ab6692eb","src/java/main/org/apache/zookeeper/server/ServerCnxn.java",0.4375,0.807167235494881,0.521739130434783,4,0.879464285714286,4,448,0.313782991202346,1,3,1,3,1,3,5,0
"03b7f5c12b1acb346d760106531f5625ab6692eb","src/java/test/org/apache/zookeeper/test/FourLetterWordsTest.java",0.5,0.49171270718232,0.727272727272727,4,0.523529411764706,4,170,0.140939597315436,1,3,2,2,1,3,2,1
"03d2740d36b89627405026d6e818fe41ee4a9efa","src/java/main/org/apache/zookeeper/ClientCnxn.java",0.365853658536585,0.525414049114792,0.448687350835322,5,0.712462462462462,5,1332,0.145313843508169,0,5,1,4,1,4,18,1
"03d2740d36b89627405026d6e818fe41ee4a9efa","src/java/test/org/apache/zookeeper/test/SessionTest.java",0.454545454545455,0.570723684210526,0.633663366336634,3,0.635467980295567,4,406,0.313915857605178,1,2,1,2,1,2,6,0
"047b07a298d84e9755c6e06c035787ce397f4958","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java",0.361111111111111,0.42192429022082,0.355062413314841,5,0.535648994515539,5,547,0.154008438818565,0,5,1,4,0,5,9,0
"04aa4620e276e0bee8647ffce457f625d26a8113","src/java/test/org/apache/zookeeper/test/QuorumBase.java",0.347826086956522,0.496794871794872,0.504807692307692,6,0.439903846153846,6,416,0.0505050505050505,0,6,1,5,1,5,9,0
"04abf42f233b9aa36c1c55555624543bfee34519","src/java/main/org/apache/zookeeper/ClientCnxn.java",0.319148936170213,0.608018867924528,0.634615384615385,5,0.486749116607774,5,1132,0.17184265010352,0,5,1,4,1,4,20,1
"04abf42f233b9aa36c1c55555624543bfee34519","src/java/main/org/apache/zookeeper/ClientCnxnSocket.java",1,1,0,1,1,1,158,0.295081967213115,1,0,1,0,0,1,1,0
"04abf42f233b9aa36c1c55555624543bfee34519","src/java/main/org/apache/zookeeper/ClientCnxnSocketNIO.java",1,1,1,1,1,1,318,0.182156133828996,1,0,1,0,1,0,1,1
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/JUnit4ZKTestRunner.java",0.25,0.842105263157895,0.666666666666667,4,0.835616438356164,4,73,0.403846153846154,0,4,1,3,1,3,2,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/server/CRCTest.java",0.416666666666667,0.8359375,0.560606060606061,5,0.805263157894737,4,190,0.292517006802721,1,4,1,4,1,4,2,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/ACLCountTest.java",0.5,0.985507246376812,1,2,0.985294117647059,2,136,0.36,2,0,1,1,1,1,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/ACLTest.java",0.533333333333333,0.664,0.439153439153439,5,0.526881720430108,4,186,0.177215189873418,1,4,1,4,1,4,2,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/ClientPortBindTest.java",0.333333333333333,0.900709219858156,0.695652173913043,5,0.88135593220339,5,118,0.216494845360825,0,5,1,4,1,4,1,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/InvalidSnapshotTest.java",0.333333333333333,0.609467455621302,0.711111111111111,6,0.548387096774194,5,124,0.347826086956522,0,6,1,5,1,5,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/LoadFromLogTest.java",0.333333333333333,0.202898550724638,0.344827586206897,7,0.211367673179396,7,563,0.177824267782427,0,7,0,7,0,7,6,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/MaxCnxnsTest.java",0.4,0.474654377880184,0.938271604938272,4,0.580882352941177,4,136,0.462365591397849,1,3,2,2,1,3,1,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/OOMTest.java",0.461538461538462,0.726027397260274,0.620689655172414,4,0.521739130434783,4,161,0.183823529411765,1,3,1,3,1,3,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/PurgeTxnTest.java",0.545454545454545,0.741935483870968,0.833333333333333,5,0.704545454545455,4,88,0.375,1,4,1,4,1,4,7,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/RecoveryTest.java",0.421052631578947,0.539634146341463,0.613445378151261,5,0.535885167464115,5,209,0.194285714285714,1,4,2,3,1,4,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/RepeatStartupTest.java",0.4,0.700854700854701,0.6875,5,0.681159420289855,4,69,0.468085106382979,1,4,1,4,1,4,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/RestoreCommittedLogTest.java",0.666666666666667,0.968085106382979,1,2,0.966292134831461,2,89,0.412698412698413,1,1,1,1,1,1,0,0
"04c618591a84a3af121af79e82657068d768b8a7","src/java/test/org/apache/zookeeper/test/SessionTest.java",0.357142857142857,0.498563218390805,0.542372881355932,5,0.521739130434783,6,460,0.267217630853994,0,5,1,4,1,4,7,0
"04dfe697516dd9823b00693b22a48be288e8ca87","src/recipes/queue/src/java/org/apache/zookeeper/recipes/queue/DistributedQueue.java",1,1,0,1,1,1,312,0.350649350649351,1,0,1,0,0,1,0,0
"04dfe697516dd9823b00693b22a48be288e8ca87","src/recipes/queue/test/org/apache/zookeeper/recipes/queue/DistributedQueueTest.java",1,1,0,1,1,1,273,0.06640625,1,0,1,0,0,1,0,1
"0501da38132e573699fa363959485476f56fd08e","src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java",0.296296296296296,0.688505747126437,0.336363636363636,7,0.463076923076923,7,650,0.194852941176471,0,7,1,6,0,7,9,0
"0501da38132e573699fa363959485476f56fd08e","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java",0.333333333333333,0.495510475557034,0.568059299191375,7,0.396585686145765,7,1523,0.22427652733119,0,7,1,6,1,6,29,0
"052418666e2a518e89b499f56b3117efd8ae858d","zookeeper/java/src/com/yahoo/zookeeper/ZooKeeper.java",0.75,1,0.75,2,1,1,868,0.604436229205176,1,1,1,1,1,1,0,0
"056bb5f64a00559cfc3dfc87a6a1eec04b26a71c","zookeeper/java/src/com/yahoo/zookeeper/server/PrepRequestProcessor.java",1,1,0,1,1,1,433,0.0798004987531172,1,0,1,0,0,1,0,0
"06676599e1276e7e32fe8ae645fa4968a96d81ab","src/java/main/org/apache/zookeeper/ClientCnxn.java",0.345454545454545,0.528712059064807,0.554376657824934,7,0.397092578423871,7,1307,0.181735985533454,0,7,1,6,1,6,26,1
"06676599e1276e7e32fe8ae645fa4968a96d81ab","src/java/main/org/apache/zookeeper/client/ZooKeeperSaslClient.java",1,1,1,1,1,1,355,0.145161290322581,1,0,1,0,1,0,1,1
"06676599e1276e7e32fe8ae645fa4968a96d81ab","src/java/test/org/apache/zookeeper/test/SaslAuthFailTest.java",1,1,0,1,1,1,124,0.203883495145631,1,0,1,0,0,1,1,0
"06676599e1276e7e32fe8ae645fa4968a96d81ab","src/java/test/org/apache/zookeeper/test/SaslAuthTest.java",1,1,1,1,1,1,165,0.13013698630137,1,0,1,0,1,0,1,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java",0.535714285714286,0.408990420044215,0.557692307692308,4,0.377538829151732,5,837,0.443103448275862,1,3,1,3,1,3,11,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java",0.375,0.477434679334917,0.639455782312925,4,0.401459854014599,5,274,0.239819004524887,0,4,1,3,1,3,4,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java",0.414634146341463,0.627576054955839,0.601295097132285,4,0.457680250783699,4,957,0.293243243243243,1,3,1,3,1,3,16,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java",0.533333333333333,0.78988326848249,0.560747663551402,3,0.733333333333333,3,150,0.530612244897959,1,2,1,2,1,2,4,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/main/org/apache/zookeeper/server/quorum/QuorumZooKeeperServer.java",1,1,1,1,1,1,62,0.51219512195122,1,0,1,0,1,0,1,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/test/org/apache/zookeeper/test/AsyncHammerTest.java",0.6,0.673611111111111,0.595238095238095,3,0.658536585365854,3,246,0.133640552995392,1,2,1,2,2,1,2,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/test/org/apache/zookeeper/test/HierarchicalQuorumTest.java",0.615384615384615,0.856198347107438,0.692307692307692,3,0.967857142857143,3,280,0.12,1,2,1,2,1,2,7,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/test/org/apache/zookeeper/test/LENonTerminateTest.java",0.5,0.502450980392157,0.735294117647059,4,0.526737967914438,3,374,0.280821917808219,1,3,2,2,1,3,2,0
"06fb080fbd1f172a115baf3cbd548dc13822bafc","src/java/test/org/apache/zookeeper/test/QuorumBase.java",0.533333333333333,0.707762557077626,0.556521739130435,3,0.668730650154799,3,323,0.0625,1,2,1,2,2,1,7,0
"0816272db841887613bc965dff86798c0e720b17","src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java",0.4,0.896467124631992,0.851714550509731,3,0.782064650677789,3,959,0.192786069651741,1,2,1,2,1,2,3,1
"0816272db841887613bc965dff86798c0e720b17","src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java",0.411764705882353,0.526615969581749,0.685236768802228,4,0.44011544011544,5,693,0.452830188679245,1,3,1,3,1,3,5,1
"0816272db841887613bc965dff86798c0e720b17","src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java",0.4,0.574018126888218,0.831683168316832,3,0.521739130434783,4,230,0.155778894472362,1,2,2,1,1,2,1,1
"0816272db841887613bc965dff86798c0e720b17","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java",0.45,0.777709736680955,0.656565656565657,4,0.651632970451011,4,643,0.265748031496063,1,3,1,3,1,3,7,1
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/server/CRCTest.java",0.666666666666667,0.993589743589744,0.666666666666667,2,0.993464052287582,2,153,0.307692307692308,1,1,1,1,1,1,1,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/server/InvalidSnapshotTest.java",0.666666666666667,0.990740740740741,0.928571428571429,2,0.98936170212766,2,94,0.516129032258065,1,1,1,1,1,1,1,1
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerMainTest.java",1,1,0,1,1,1,234,0.147058823529412,1,0,1,0,0,1,1,1
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/ACLTest.java",0.666666666666667,0.975,0.875,2,0.973684210526316,2,152,0.225806451612903,1,1,1,1,1,1,1,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/AsyncTest.java",0.545454545454545,0.655935613682093,0.5,3,0.48,4,275,0.108870967741935,1,2,1,2,2,1,3,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/ClientBase.java",0.4375,0.547563805104408,0.622641509433962,3,0.595238095238095,3,378,0.148936170212766,1,2,1,2,1,2,4,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/IntegrityCheck.java",0.833333333333333,0.99601593625498,0.947368421052632,2,0.762931034482759,4,232,0.195876288659794,1,1,1,1,1,1,0,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/OOMTest.java",0.625,0.866666666666667,0.592592592592593,2,0.647058823529412,3,153,0.224,1,1,1,1,2,0,0,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/PurgeTxnTest.java",0.75,0.978260869565217,1,2,0.976744186046512,2,86,0.457627118644068,1,1,1,1,1,1,1,1
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/RecoveryTest.java",0.5,0.617857142857143,0.5,3,0.480952380952381,4,210,0.193181818181818,2,1,1,2,2,1,0,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/UpgradeTest.java",0.666666666666667,0.990990990990991,0.75,2,0.990654205607477,2,107,0.289156626506024,1,1,1,1,1,1,0,0
"0816272db841887613bc965dff86798c0e720b17","src/java/test/org/apache/zookeeper/test/WatcherFuncTest.java",0.625,0.957118353344768,0.821138211382114,2,0.945652173913043,2,460,0.0574712643678161,1,1,1,1,1,1,1,0
"083cbe7935b0d21946063f4744b4e70094e5368e","src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java",0.444444444444444,0.561278863232682,0.493096646942801,3,0.445880452342488,4,619,0.357456140350877,1,2,1,2,2,1,10,1
"083cbe7935b0d21946063f4744b4e70094e5368e","src/java/test/org/apache/zookeeper/test/CnxManagerTest.java",1,1,0,1,1,1,156,0.248,1,0,1,0,0,1,0,1
"084df26cd29a53cf67ee073ada64d0ef9303531f","src/java/test/org/apache/zookeeper/test/AsyncTest.java",0.444444444444444,0.631274131274131,0.58974358974359,4,0.395209580838323,5,167,0.113333333333333,2,2,1,3,1,3,3,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/ClientCnxn.java",0.318840579710145,0.520729092208721,0.519261637239165,7,0.331829896907216,7,1552,0.175757575757576,0,7,1,6,1,6,33,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/NIOServerCnxnFactory.java",0.416666666666667,0.932384341637011,0.846994535519126,5,0.953241232731137,5,941,0.306944444444444,1,4,1,4,1,4,2,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java",0.370967741935484,0.484587813620072,0.326923076923077,8,0.547497446373851,8,979,0.172455089820359,0,8,1,7,0,8,24,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java",0.333333333333333,0.87437867148667,0.820678513731826,5,0.76,5,975,0.183252427184466,0,5,1,4,1,4,6,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java",0.363636363636364,0.92466765140325,0.899390243902439,6,0.905444126074499,6,349,0.430327868852459,0,6,1,5,1,5,5,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java",0.363636363636364,0.409644422795908,0.306754221388368,7,0.259371833839919,9,987,0.426300578034682,0,7,1,6,0,7,20,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/FollowerRequestProcessor.java",0.315789473684211,0.694117647058824,0.413793103448276,6,0.553191489361702,6,141,0.305555555555556,0,6,1,5,1,5,1,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/Leader.java",0.263157894736842,0.365948275862069,0.353763440860215,8,0.498561151079137,10,1390,0.380337636544191,0,8,0,8,0,8,27,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/LearnerHandler.java",0.242424242424242,0.460415065334358,0.368421052631579,8,0.368085106382979,8,940,0.291208791208791,0,8,1,7,0,8,9,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/ObserverRequestProcessor.java",0.25,0.754601226993865,0.5,5,0.738562091503268,5,153,0.403669724770642,0,5,1,4,1,4,1,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java",0.340425531914894,0.378563885955649,0.334388185654008,7,0.342494714587738,8,946,0.455384615384615,0,7,0,7,0,7,25,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java",0.291666666666667,0.473935155753338,0.558570483123759,8,0.372477064220184,8,1635,0.244292237442922,0,8,1,7,1,7,30,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyRequestProcessor.java",0.333333333333333,0.86231884057971,0.666666666666667,5,0.863636363636364,5,132,0.245283018867925,0,5,1,4,1,4,1,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java",0.291666666666667,0.556701030927835,0.420091324200913,7,0.364661654135338,8,266,0.117647058823529,0,7,1,6,1,6,5,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java",0.321428571428571,0.731805929919138,0.535238095238095,6,0.405529953917051,5,217,0.391025641025641,0,6,1,5,1,5,9,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/WorkerService.java",0.5,0.956175298804781,1,2,0.955823293172691,2,249,0.456140350877193,2,0,1,1,1,1,1,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/ZooKeeperCriticalThread.java",1,1,0,1,1,1,50,1.5,1,0,1,0,0,1,0,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/main/org/apache/zookeeper/server/ZooKeeperThread.java",1,1,0,1,1,1,57,1.11111111111111,1,0,1,0,0,1,0,0
"087abf83684167ae56864fe4c3be0079fa653266","src/java/test/org/apache/zookeeper/server/ZooKeeperThreadTest.java",1,1,0,1,1,1,78,0.344827586206897,1,0,1,0,0,1,0,0
"089082cf5ffcbebaa09a1107f6e003ad92b5aab0","src/java/test/org/apache/zookeeper/test/FLETest.java",0.3125,0.577245508982036,0.635658914728682,5,0.573660714285714,5,448,0.309941520467836,0,5,1,4,1,4,3,1
"0904ae75cf68d58be12261e6dcf2251302745363","src/java/test/org/apache/zookeeper/server/quorum/QuorumPeerTestBase.java",0.5,0.84297520661157,0.625,2,0.849557522123894,2,113,0.329411764705882,2,0,1,1,1,1,2,1
"0904ae75cf68d58be12261e6dcf2251302745363","src/java/test/org/apache/zookeeper/server/ZooKeeperServerMainTest.java",0.75,0.939597315436242,0.833333333333333,2,0.934306569343066,2,137,0.245454545454545,1,1,1,1,1,1,1,0
"0978807acb976c14fda4b90d108b22b865e4a77a","zookeeper/java/src/com/yahoo/zookeeper/Version.java",1,1,1,1,1,1,60,0.224489795918367,1,0,1,0,1,0,0,0
"0978807acb976c14fda4b90d108b22b865e4a77a","zookeeper/java/src/com/yahoo/zookeeper/version/util/VerGen.java",1,1,0,1,1,1,93,0.256756756756757,1,0,1,0,0,1,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/ClientCnxn.java",0.444444444444444,0.514983351831299,0.510758776896942,4,1,1,840,0.0923276983094928,1,3,2,2,2,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/KeeperException.java",1,1,1,1,1,1,334,0.147766323024055,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/auth/HostAuthenticationProvider.java",1,1,1,1,1,1,65,0.326530612244898,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/auth/IPAuthenticationProvider.java",1,1,1,1,1,1,113,0.189473684210526,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/DataTree.java",0.428571428571429,0.613636363636364,0.60655737704918,3,0.948434622467772,2,543,0.206666666666667,2,1,1,2,1,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/FinalRequestProcessor.java",0.428571428571429,0.5,0.4921875,4,1,1,243,0.151658767772512,1,3,2,2,2,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/PrepRequestProcessor.java",0.5,0.494588744588745,0.49615806805708,3,1,1,443,0.0965346534653465,1,2,2,1,2,1,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/quorum/FollowerSessionTracker.java",0.5,0.9,0.666666666666667,2,0.891566265060241,2,83,0.383333333333333,2,0,1,1,1,1,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/SessionTrackerImpl.java",0.5,0.450980392156863,0.571428571428571,3,0.863636363636364,3,220,0.116751269035533,1,2,1,2,1,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/SessionTracker.java",1,1,1,1,1,1,56,1.33333333333333,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/server/ZooKeeperServer.java",0.5,0.472082561524213,0.473314606741573,4,1,1,925,0.170886075949367,1,3,1,3,1,3,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/java/src/com/yahoo/zookeeper/ZooKeeper.java",0.7,0.501133786848073,0.501422879908936,4,1,1,859,0.579044117647059,1,3,2,2,2,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/server/DeserializationPerfTest.java",1,1,1,1,1,1,88,0,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/server/SerializationPerfTest.java",1,1,1,1,1,1,94,0,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/AsyncTest.java",0.666666666666667,0.720848056537102,0.853333333333333,3,0.639423076923077,2,208,0,1,2,1,2,1,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/ClientTest.java",0.8,0.915601023017903,0.695652173913043,2,0.915942028985507,2,345,0.0648148148148148,1,1,1,1,1,1,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/GenerateLoad.java",1,1,1,1,1,1,479,0.0213219616204691,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/IntegrityCheck.java",0.666666666666667,0.918103448275862,1,2,0.910377358490566,2,212,0.109947643979058,1,1,1,1,1,1,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/OOMTest.java",1,1,1,1,1,1,124,0.137614678899083,1,0,1,0,1,0,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/SessionTest.java",0.5,0.654205607476635,0.857142857142857,3,0.66,3,100,0.149425287356322,1,2,1,2,1,2,0,0
"097b7979d3b7648fcc78d80567a0c44e16a97d4f","zookeeper/test/com/yahoo/zookeeper/test/SledgeHammer.java",1,1,1,1,1,1,97,0.0777777777777778,1,0,1,0,1,0,0,0
