"sha","file","previous_implications"
"5339db364918df7a20fd4345558facc5f71dda91","src/main/java/org/apache/mahout/clustering/canopy/CanopyReducer.java","0"
"5339db364918df7a20fd4345558facc5f71dda91","src/main/java/org/apache/mahout/clustering/kmeans/KMeansMapper.java","0"
"5339db364918df7a20fd4345558facc5f71dda91","src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","0"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","1"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/canopy/Canopy.java","0"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/kmeans/KMeansMapper.java","1"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java","0"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java","0"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/canopy/ClusterDriver.java","0"
"6dd23719d845436af4759fe8669154ff8074e1a3","src/main/java/org/apache/mahout/clustering/canopy/ClusterMapper.java","1"
"6dbd767dac486c6c8d435eb8dda2cf55cfe90bc0","src/test/java/org/apache/mahout/utils/TestPoint.java","0"
"6dbd767dac486c6c8d435eb8dda2cf55cfe90bc0","src/main/java/org/apache/mahout/utils/Point.java","0"
"b028bd35924aa5843e4913852c63b11e683cb27f","src/test/java/org/apache/mahout/utils/TestPoint.java","0"
"b028bd35924aa5843e4913852c63b11e683cb27f","src/main/java/org/apache/mahout/utils/Point.java","1"
"e2539dae3971d51614c892db31b5ed423ac3c2c3","src/test/java/org/apache/mahout/utils/TestPoint.java","0"
"e2539dae3971d51614c892db31b5ed423ac3c2c3","src/test/java/org/apache/mahout/clustering/canopy/TestCanopyCreation.java","0"
"e2539dae3971d51614c892db31b5ed423ac3c2c3","src/main/java/org/apache/mahout/utils/Point.java","1"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/canopy/CanopyClusteringJob.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/canopy/Canopy.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/test/java/org/apache/mahout/clustering/canopy/TestCanopyCreation.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","1"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/test/java/org/apache/mahout/clustering/kmeans/TestKmeansClustering.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/canopy/ClusterDriver.java","0"
"0cbf4863ba03502dedc0d6f77360224356f461ae","src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java","0"
"ad706e4c3be562349486f55db5ef4b9f1bfb9c03","src/main/java/org/apache/mahout/clustering/canopy/ClusterDriver.java","0"
"ad706e4c3be562349486f55db5ef4b9f1bfb9c03","src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","1"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/DenseMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/SparseMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/SparseRowMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/DenseVector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestSparseMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/VectorView.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/VectorTest.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestSparseVector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/Vector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/UnaryFunction.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestSparseRowMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/PlusFunction.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestSparseColumnMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/IndexException.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/SparseColumnMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestDenseVector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/CardinalityException.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/BinaryFunction.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/NegateFunction.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/MatrixView.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestVectorView.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/test/java/org/apache/mahout/matrix/TestDenseMatrix.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/AbstractVector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/SparseVector.java","0"
"ceb992ee1784703338c2c51273fc3e25a07939fa","src/main/java/org/apache/mahout/matrix/Matrix.java","0"
"73ce7a109aaa05a1ccb3816f1953301d22334bd2","src/main/java/org/apache/mahout/matrix/IndexException.java","1"
"73ce7a109aaa05a1ccb3816f1953301d22334bd2","src/main/java/org/apache/mahout/matrix/CardinalityException.java","0"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","1"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/test/java/org/apache/mahout/matrix/TestSparseRowMatrix.java","1"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/test/java/org/apache/mahout/matrix/TestSparseColumnMatrix.java","1"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/test/java/org/apache/mahout/matrix/TestDenseMatrix.java","1"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/test/java/org/apache/mahout/matrix/MatrixTest.java","0"
"9c76557b8c373fad8bb5c8bc91411c27abe4f0f0","src/test/java/org/apache/mahout/matrix/TestSparseMatrix.java","1"
"d085b9410dd196cb65976fd984d3ca5c40063434","src/test/java/org/apache/mahout/matrix/MatrixTest.java","0"
"d085b9410dd196cb65976fd984d3ca5c40063434","src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","1"
"d085b9410dd196cb65976fd984d3ca5c40063434","src/main/java/org/apache/mahout/matrix/Matrix.java","0"
"5b40e01dd203d3e84bb27c6ab649e82ead952120","src/main/java/org/apache/mahout/matrix/DenseVector.java","0"
"5b40e01dd203d3e84bb27c6ab649e82ead952120","src/main/java/org/apache/mahout/matrix/VectorView.java","1"
"5b40e01dd203d3e84bb27c6ab649e82ead952120","src/main/java/org/apache/mahout/matrix/Vector.java","0"
"5b40e01dd203d3e84bb27c6ab649e82ead952120","src/main/java/org/apache/mahout/matrix/AbstractVector.java","0"
"5b40e01dd203d3e84bb27c6ab649e82ead952120","src/main/java/org/apache/mahout/matrix/SparseVector.java","0"
"dcf942cdd1c868009629cd587bb6e87ba907311d","src/main/java/org/apache/mahout/matrix/VectorView.java","2"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyReducer.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyJob.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyMapper.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/matrix/DenseVector.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/utils/DistanceMeasure.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/utils/EuclideanDistanceMeasure.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/test/java/org/apache/mahout/clustering/meanshift/TestMeanShift.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopy.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/test/java/org/apache/mahout/clustering/meanshift/DummyOutputCollector.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyCombiner.java","0"
"a77e64d71ed71cbe74a7c243379b1144d6bd9acd","src/main/java/org/apache/mahout/utils/ManhattanDistanceMeasure.java","0"
"dab28f8483ef5079b24af337fc76a1fb66cdbb26","src/main/java/org/apache/mahout/matrix/DenseVector.java","0"
"dab28f8483ef5079b24af337fc76a1fb66cdbb26","src/main/java/org/apache/mahout/matrix/SparseVector.java","0"
"e82af530b0dc26f4cdc1ce178319b4a79a7bad4a","src/test/java/org/apache/mahout/matrix/VectorTest.java","0"
"e82af530b0dc26f4cdc1ce178319b4a79a7bad4a","src/main/java/org/apache/mahout/matrix/VectorView.java","2"
"3f683ad8318cae4c7a4297a663761a85077811f8","src/main/java/org/apache/mahout/matrix/SparseVectorWritable.java","0"
"3f683ad8318cae4c7a4297a663761a85077811f8","src/test/java/org/apache/mahout/matrix/TestVectorWritable.java","0"
"3f683ad8318cae4c7a4297a663761a85077811f8","src/main/java/org/apache/mahout/matrix/DenseVectorWritable.java","0"
"3f683ad8318cae4c7a4297a663761a85077811f8","src/main/java/org/apache/mahout/matrix/VectorWritable.java","0"
"9a1a44b69de5adc9ed40b182bab45a9ba65917a8","src/main/java/org/apache/mahout/utils/DistanceMeasure.java","0"
"e63dd05d6d37e241bd55346aaef5ddf6e2d9bb1f","src/main/java/org/apache/mahout/matrix/SparseVectorWritable.java","0"
"e63dd05d6d37e241bd55346aaef5ddf6e2d9bb1f","src/main/java/org/apache/mahout/matrix/DenseVectorWritable.java","0"
"0a7717fc02e4064b6b10275d9eafeccdcbf2e33d","src/test/java/org/apache/mahout/matrix/TestMatrixView.java","0"
"0a7717fc02e4064b6b10275d9eafeccdcbf2e33d","src/main/java/org/apache/mahout/matrix/MatrixView.java","1"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/main/java/org/apache/mahout/utils/WeightedDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/DefaultDistanceMeasureTest.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/TestWeightedEuclideanDistanceMeasureTest.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/DefaultWeightedDistanceMeasureTest.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/main/java/org/apache/mahout/utils/WeightedEuclideanDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/TestManhattanDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/main/java/org/apache/mahout/utils/AbstractDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/TestWeightedManhattanDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/main/java/org/apache/mahout/utils/DistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/main/java/org/apache/mahout/utils/WeightedManhattanDistanceMeasure.java","0"
"1b2e4e35ed2b2dce279160ea7b4541182b026ca8","src/test/java/org/apache/mahout/utils/TestEuclideanDistanceMeasure.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/CanopyMapper.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/Canopy.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/test/java/org/apache/mahout/clustering/canopy/TestCanopyCreation.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/kmeans/KMeansReducer.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/test/java/org/apache/mahout/clustering/kmeans/TestKmeansClustering.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/test/java/org/apache/mahout/clustering/canopy/VisibleCanopy.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/ClusterDriver.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/CanopyClusteringJob.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/utils/Point.java","2"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/CanopyCombiner.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/test/java/org/apache/mahout/clustering/kmeans/VisibleCluster.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/test/java/org/apache/mahout/utils/TestPoint.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java","0"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/CanopyReducer.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/kmeans/KMeansMapper.java","1"
"a8a33322bbbbeb10209faefb4aeb4161528b689d","src/main/java/org/apache/mahout/clustering/canopy/ClusterMapper.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyReducer.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/SparseRowMatrix.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/VectorView.java","2"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/ClusterDriver.java","0"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopy.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/CanopyClusteringJob.java","0"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","2"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/SparseMatrix.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/utils/Point.java","3"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/ClusterMapper.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/CanopyMapper.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyJob.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/Canopy.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/SparseColumnMatrix.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyDriver.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/matrix/MatrixView.java","2"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/CanopyReducer.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/CanopyCombiner.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyMapper.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyCombiner.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/kmeans/KMeansMapper.java","1"
"c1095f4ccc9422669a97403090c20a70ae36b18a","src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java","0"
"6a401e9da696494e2e3a2d8cce82dba326d9e8d7","src/main/java/org/apache/mahout/matrix/SparseVector.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/utils/WeightedDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/DenseMatrix.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/clustering/canopy/CanopyClusteringJob.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/matrix/MatrixTest.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/utils/ManhattanDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/clustering/canopy/CanopyDriver.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/SparseMatrix.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/clustering/kmeans/TestKmeansClustering.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/matrix/TestSparseMatrix.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/VectorWritable.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/utils/WeightedManhattanDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/clustering/canopy/CanopyClusteringJob.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/clustering/meanshift/DummyOutputCollector.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/SparseMatrix.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/utils/TestWeightedEuclideanDistanceMeasureTest.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/utils/Point.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/matrix/TestSparseColumnMatrix.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/IndexException.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/utils/TestWeightedManhattanDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyCombiner.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/clustering/canopy/Canopy.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/clustering/kmeans/KMeansCombiner.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/utils/WeightedManhattanDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/matrix/TestMatrixView.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/AbstractMatrix.java","2"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/BinaryFunction.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/SparseVectorWritable.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/clustering/kmeans/Cluster.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/CardinalityException.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/matrix/TestSparseColumnMatrix.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/clustering/canopy/VisibleCanopy.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/SparseVector.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/clustering/kmeans/VisibleCluster.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/matrix/DenseVectorWritable.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/clustering/kmeans/KMeansDriver.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/matrix/VectorTest.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/utils/AbstractDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/matrix/TestVectorWritable.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/main/java/org/apache/mahout/clustering/meanshift/MeanShiftCanopyCombiner.java","1"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/clustering/kmeans/TestKmeansClustering.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/SparseColumnMatrix.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/utils/TestManhattanDistanceMeasure.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","src/test/java/org/apache/mahout/clustering/canopy/DummyOutputCollector.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/test/java/org/apache/mahout/utils/DefaultWeightedDistanceMeasureTest.java","0"
"3f526642caa2177107a632a131d6a9e8e5e23f0b","core/src/main/java/org/apache/mahout/matrix/DenseMatrix.java","0"
